Geneid	Chr	Start	End	Strand	Length	sample1	sample2	sample3	sample4
YBR011C	II	257112	257975	-	864	922	831	1869	2065
YBL041W	II	141247	141972	+	726	306	268	574	615
YBL081W	II	71866	72972	+	1107	48	41	61	85
YBR089C-A	II	426190	426489	-	300	80	64	126	169
YBR103C-A	II	449320	449463	-	144	0	0	2	0
YBR296C	II	796798	798522	-	1725	228	172	18	13
YBL040C	II;II	142112;142847	142749;142868	-;-	660	62	53	177	199
YBR165W	II	568852	569685	+	834	22	22	43	45
YBL026W	II;II	170623;170805	170676;171038	+;+	288	46	28	65	77
YBR082C	II;II	406628;407123	407027;407169	-;-	447	360	370	651	777
YBR280C	II	762784	764697	-	1914	56	52	74	69
YBR061C	II	364787	365719	-	933	18	22	17	26
YBL016W	II	192451	193512	+	1062	48	42	52	71
YBR175W	II	582408	583355	+	948	33	34	54	54
YBR029C	II	296369	297742	-	1374	74	63	85	90
YBL057C	II	112801	113427	-	627	72	74	156	127
YBR298C-A	II	805035	805256	-	222	0	0	1	1
YBR192W	II	607652	608785	+	1134	31	22	54	36
tQ(UUG)B	II	350827	350898	+	72	0	0	0	0
YBR302C	II	810340	811479	-	1140	2	4	5	9
YBR254C	II	723736	724263	-	528	27	10	25	36
YBR204C	II	632254	633381	-	1128	50	29	72	104
YBR220C	II	662995	664677	-	1683	48	46	74	78
YBR222C	II	666720	668351	-	1632	209	182	223	283
YBR290W	II	782591	783556	+	966	88	73	168	179
YBR162C	II	563203	564570	-	1368	800	740	1525	1674
YBR167C	II	571468	571890	-	423	18	15	51	56
YBL033C	II	158656	159693	-	1038	166	132	212	207
YBR228W	II	675313	676227	+	915	22	32	44	51
YBR263W	II	736264	737736	+	1473	264	262	373	434
YBR250W	II	719033	720604	+	1572	0	1	4	4
YBR272C	II	746361	747803	-	1443	27	27	46	43
YBR120C	II	480435	480923	-	489	13	11	24	29
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	776	789	1220	1251
YBL062W	II	105308	105688	+	381	0	0	0	2
YBR301W	II	809057	809419	+	363	0	1	2	2
YBR076W	II	390227	391291	+	1065	8	4	14	9
YBR210W	II	645550	645978	+	429	15	17	32	36
YBR106W	II	452658	453224	+	567	708	637	1002	1025
YBR005W	II	245906	246547	+	642	122	91	162	183
YBR153W	II	547460	548194	+	735	32	29	57	51
YBR132C	II	499652	501442	-	1791	46	59	101	115
YBR166C	II	569842	571200	-	1359	36	48	76	93
YBR221W-A	II	666538	666642	+	105	1	1	4	4
YBR131C-A	II	497650	497739	-	90	0	0	0	0
YBR161W	II	561634	562764	+	1131	35	19	44	47
YBR109C	II	457919	458362	-	444	220	191	393	417
YBR255W	II	724456	726540	+	2085	51	55	100	100
YBR205W	II	633622	634836	+	1215	96	73	141	126
YBR296C-A	II	800123	800242	-	120	0	1	1	3
YBL043W	II	136688	137461	+	774	9	8	21	28
YBR130C	II	495592	496869	-	1278	32	49	83	97
YBR206W	II	634601	634924	+	324	5	7	9	11
YBR122C	II	483970	484503	-	534	46	35	74	81
YBR295W	II	792849	796499	+	3651	53	50	79	96
YBR004C	II	244366	245667	-	1302	30	40	70	78
YBR202W	II	625772	628309	+	2538	77	64	154	183
YBR001C	II	238941	241283	-	2343	92	82	153	157
YBL113C	II	280	2658	-	2379	16	17	41	30
YBR288C	II	778012	779463	-	1452	45	38	59	60
YBR282W	II	768240	768680	+	441	25	29	43	41
YBL072C	II	88523	89125	-	603	497	487	677	720
YBR103W	II	447709	449316	+	1608	62	44	111	114
YBR107C	II	453793	454530	-	738	30	19	39	60
YBL024W	II	172534	174588	+	2055	72	67	100	96
YBR012C	II	259147	259566	-	420	5	2	4	6
YBR188C	II	603685	604107	-	423	17	16	40	45
YBL075C	II	84499	86448	-	1950	38	18	75	71
YBR102C	II	445062	447323	-	2262	42	36	62	71
YBR006W	II	247010	248503	+	1494	59	47	93	104
YBL051C	II	122753	124759	-	2007	129	120	185	176
YBR196C	II	612236	613900	-	1665	2372	2262	2632	2954
YBL031W	II	161699	162715	+	1017	14	15	25	30
YBR141W-A	II	527167	527262	+	96	0	0	0	0
YBL006W-A	II	216711	216860	+	150	0	0	0	0
YBL100W-C	II	28427	28546	+	120	0	0	0	1
YBR236C	II	690383	691693	-	1311	52	46	107	101
YBR276C	II	757620	760043	-	2424	122	89	162	172
YBR036C	II	309081	310313	-	1233	341	301	510	554
YBR045C	II	328173	330092	-	1920	15	6	12	9
YBR291C	II	783673	784572	-	900	24	24	48	41
YBR137W	II	513044	513583	+	540	20	19	37	47
YBR079C	II	395383	398277	-	2895	344	310	400	436
YBR017C	II	270947	273703	-	2757	102	94	120	157
YBL044W	II	135998	136366	+	369	1	1	20	25
YBL023C	II	174920	177526	-	2607	40	51	106	106
YBR127C	II	491269	492822	-	1554	543	486	778	912
YBR152W	II	546376	547251	+	876	11	5	24	21
YBR035C	II	306269	306955	-	687	110	99	205	215
YBR289W	II	779667	782384	+	2718	65	57	82	86
YBL017C	II	186844	191583	-	4740	244	238	409	476
YBR157C	II	553543	554310	-	768	27	24	43	38
YBL104C	II	18177	21293	-	3117	46	29	53	61
YBL109W	II	5790	6125	+	336	0	0	1	1
tL(UAA)B1	II	9583	9666	+	84	0	0	0	0
YBR072C-A	II	382860	383021	-	162	0	1	0	3
YBR300C	II	808600	809097	-	498	1	0	1	0
YBR195C	II	610614	611882	-	1269	25	18	36	34
YBR233W	II	683428	684669	+	1242	20	22	45	50
YBR262C	II	735720	736040	-	321	47	29	70	74
YBR020W	II	279021	280607	+	1587	15	14	36	44
YBR085C-A	II	418907	419164	-	258	105	119	211	232
YBR123C	II	484742	486691	-	1950	45	36	64	68
YBR221C	II	665153	666253	-	1101	390	363	658	720
YBL029W	II	166134	167264	+	1131	25	38	52	61
YBL045C	II	134143	135516	-	1374	225	206	333	360
YBR191W-A	II	607149	607223	+	75	0	1	0	1
YBR154C	II	548362	549009	-	648	56	44	74	86
YBR278W	II	760294	760899	+	606	16	9	24	22
YBR273C	II	748061	749371	-	1311	105	83	144	151
YBR032W	II	301519	301821	+	303	2	10	8	18
YBR048W	II;II	332831;333387	332875;333812	+;+	471	944	905	1020	1106
YBR104W	II	449667	450656	+	990	38	37	41	34
YBL079W	II	75259	79767	+	4509	64	57	119	99
YBR265W	II	738582	739544	+	963	107	122	201	206
YBR249C	II	716882	717994	-	1113	516	456	571	597
YBR203W	II	629168	631942	+	2775	63	68	144	178
YBR184W	II	597363	598934	+	1572	1	2	4	4
YBR170C	II	576344	578086	-	1743	83	72	123	154
YBR173C	II	581726	582172	-	447	144	149	239	256
YBR133C	II	501804	504287	-	2484	60	53	93	104
YBR275C	II	751356	757106	-	5751	34	51	101	97
YBL108W	II	8177	8482	+	306	0	0	1	3
YBL113W-A	II	646	1128	+	483	0	0	0	0
YBL085W	II	63876	66818	+	2943	120	101	341	373
YBL052C	II	119379	121874	-	2496	17	14	44	56
YBL009W	II	207194	209224	+	2031	20	24	37	48
YBR283C	II	768943	770415	-	1473	277	272	564	516
YBR094W	II	432036	434297	+	2262	47	36	59	77
YBR258C	II	729734	730162	-	429	16	12	27	23
YBR201W	II	623576	624211	+	636	32	40	64	84
YBR070C	II	379221	379934	-	714	17	19	105	100
tE(UUC)B	II	645167	645238	+	72	0	0	0	0
YBR198C	II	616127	618523	-	2397	162	131	250	248
YBL056W	II	113762	115168	+	1407	297	268	391	431
YBL099W	II	37053	38690	+	1638	379	369	638	712
YBR257W	II	728885	729724	+	840	12	8	29	25
YBR126W-A	II	490850	491056	+	207	58	74	98	96
YBR242W	II	704670	705386	+	717	31	19	57	48
YBL008W	II	209653	212175	+	2523	15	24	42	51
YBR181C	II;II	591712;592769	592416;592774	-;-	711	343	352	480	568
tC(GCA)B	II	643007	643078	-	72	0	0	0	0
YBR052C	II	338720	339352	-	633	234	195	356	426
YBR093C	II	429548	430951	-	1404	159	154	54	68
YBR049C	II	334386	336818	-	2433	58	49	89	111
YBR056W	II	347879	349384	+	1506	148	121	200	205
YBL030C	II	163041	163997	-	957	364	374	713	701
tT(AGU)B	II	266378	266450	+	73	0	0	0	0
YBR141C	II	527025	528038	-	1014	5	8	18	17
YBR226C	II	673155	673565	-	411	2	1	4	5
YBL005W	II	217470	220400	+	2931	63	62	60	43
YBR151W	II	545028	545978	+	951	159	136	213	207
YBR144C	II	533235	533549	-	315	0	0	0	3
YBR178W	II	586071	586445	+	375	0	0	1	1
YBR138C	II	513762	515336	-	1575	27	16	41	44
YBL090W	II	48825	49358	+	534	20	18	33	47
YBL105C	II	14241	17696	-	3456	144	138	250	267
YBL102W	II	24098	24745	+	648	76	68	135	171
YBL011W	II	203538	205817	+	2280	145	125	228	269
YBR095C	II	434406	435698	-	1293	39	41	60	57
YBR196C-B	II	614526	614630	-	105	1	1	4	3
YBL048W	II	127299	127610	+	312	1	4	2	5
YBR066C	II	370037	370699	-	663	15	17	48	53
YBR292C	II	784702	785073	-	372	2	2	0	2
YBR018C	II	274427	275527	-	1101	5	3	14	16
YBR194W	II	610038	610409	+	372	10	5	23	16
YBR076C-A	II	391351	391617	-	267	12	14	29	36
YBR108W	II	454822	457665	+	2844	132	108	131	140
YBR046C	II	330507	331511	-	1005	63	80	116	139
YBR235W	II	686901	690263	+	3363	80	79	128	137
YBR274W	II	749594	751177	+	1584	26	29	29	57
YBL006C	II	216587	217129	-	543	96	82	108	123
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	5	8	11	11
YBR277C	II	760215	760616	-	402	0	0	0	1
YBR185C	II	599123	599959	-	837	30	32	65	52
YBL078C	II	80378	80731	-	354	33	30	98	95
YBR037C	II	310565	311452	-	888	54	41	93	89
YBR015C	II	267710	269503	-	1794	175	163	278	280
YBR016W	II	270247	270633	+	387	178	173	308	332
YBL107W-A	II	9268	9372	+	105	0	0	0	0
YBL071W-A	II	89978	90226	+	249	10	2	16	13
YBR269C	II	742160	742576	-	417	42	37	92	120
YBR266C	II	739936	740388	-	453	0	0	0	0
YBR055C	II	344602	347301	-	2700	28	33	81	80
YBR088C	II	424990	425766	-	777	7	11	14	15
tV(UAC)B	II	326792	326865	-	74	0	0	0	0
YBL019W	II	184353	185915	+	1563	21	13	30	26
YBR112C	II	462870	465770	-	2901	283	266	345	341
YBR164C	II	567875	568426	-	552	71	74	124	156
YBR148W	II	537876	539705	+	1830	4	3	11	12
YBL020W	II	182401	184125	+	1725	40	30	65	55
YBR208C	II	636703	642210	-	5508	101	94	138	153
tD(GUC)B	II	405960	406031	+	72	0	0	0	0
YBR172C	II	579150	581372	-	2223	48	62	106	94
YBL097W	II	40831	43095	+	2265	9	18	20	34
YBR050C	II	337183	338199	-	1017	48	29	29	34
YBR183W	II	596115	597065	+	951	58	36	114	115
YBR213W	II	650368	651192	+	825	11	13	29	34
YBR113W	II	465566	466048	+	483	1	2	2	3
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	62	46	93	87
YBR196C-A	II	614024	614173	-	150	1	0	1	0
YBR286W	II	774700	776313	+	1614	1122	1151	1460	1529
YBR268W	II	741299	741616	+	318	80	59	88	114
YBR058C-A	II	356324	356566	-	243	40	52	80	83
YBR287W	II	776571	777854	+	1284	257	230	279	309
YBL083C	II	69713	70138	-	426	0	0	3	0
YBL061C	II	105316	107406	-	2091	73	64	94	115
YBR267W	II	739841	741022	+	1182	17	20	21	11
YBR114W	II	467248	469620	+	2373	61	44	111	125
YBL032W	II	160184	161329	+	1146	144	130	182	205
YBR219C	II;II	662499;663003	662581;663303	-;-	384	0	0	0	0
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0	0	0	0
YBR299W	II	805351	807105	+	1755	4	1	12	12
YBR191W	II;II	606270;606669	606280;607140	+;+	483	1110	1068	1451	1610
YBR125C	II	487199	488380	-	1182	63	45	97	84
YBL069W	II	90741	92030	+	1290	36	26	35	43
YBR223C	II	668663	670297	-	1635	29	23	44	54
YBR074W	II	386286	389216	+	2931	50	58	113	117
YBR201C-A	II	624493	624696	-	204	12	10	37	23
YBR187W	II	602634	603476	+	843	163	154	233	220
YBL021C	II	181660	182094	-	435	36	35	49	59
YBL049W	II	126828	127244	+	417	7	7	19	22
YBL035C	II	151493	153610	-	2118	18	15	31	38
YBL095W	II	43277	44089	+	813	19	14	35	38
YBR073W	II	383112	385988	+	2877	78	84	146	173
YBR109W-A	II	458608	458832	+	225	0	1	1	0
YBR260C	II	732639	734639	-	2001	46	34	61	73
YBR279W	II	761257	762594	+	1338	81	80	137	181
YBR211C	II	646158	647132	-	975	39	29	87	86
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	1099	953	1611	1731
YBR063C	II	366970	368184	-	1215	5	9	25	23
YBR028C	II	294425	296002	-	1578	35	40	43	54
YBL039C-A	II	144948	145031	-	84	0	0	0	0
YBR129C	II	494353	495339	-	987	37	23	54	65
YBL050W	II;II	125125;125271	125154;126119	+;+	879	111	80	212	217
YBR051W	II	337988	338338	+	351	0	0	2	2
YBR080C	II	398614	400890	-	2277	131	117	168	196
YBL058W	II	111437	112708	+	1272	253	242	381	404
YBL101C	II	24946	28299	-	3354	176	177	157	155
YBR140C	II	517350	526628	-	9279	118	97	186	170
YBR021W	II	281443	283344	+	1902	20	21	31	27
YBR232C	II	683373	683732	-	360	0	0	1	0
YBR024W	II	289445	290350	+	906	25	33	48	43
YBL005W-B	II	221330	226598	+	5269	25	23	9	2
YBL100W-A	II	29935	31251	+	1317	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	2	1	5	2
YBR012W-A	II	259869	261191	+	1323	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	4	3	5	3
YNR017W	XIV	662913	663581	+	669	201	194	280	287
YNL105W	XIV	424155	424583	+	429	1	0	0	2
YNR069C	XIV	761123	762592	-	1470	11	6	8	22
YNL306W	XIV	58155	58808	+	654	94	90	158	183
YNL288W	XIV	90303	91424	+	1122	96	91	156	145
YNL191W	XIV	280432	281505	+	1074	16	28	51	51
YNL150W	XIV	349251	349658	+	408	3	3	14	11
YNL097C	XIV	441366	442358	-	993	58	51	110	128
tN(GUU)N1	XIV	102716	102789	+	74	0	0	0	0
YNL137C	XIV	368595	370055	-	1461	63	58	80	92
YNL331C	XIV	16118	17248	-	1131	14	22	44	34
YNL030W	XIV	576727	577038	+	312	551	497	1216	1256
YNL297C	XIV	71673	76583	-	4911	54	55	111	127
YNL102W	XIV	430087	434493	+	4407	25	42	53	75
YNR026C	XIV	673274	674689	-	1416	47	46	62	73
YNL152W	XIV	346313	347542	+	1230	53	29	63	61
YNL140C	XIV	360917	361486	-	570	0	0	1	2
YNL099C	XIV	438567	439283	-	717	46	48	71	93
YNL182C	XIV	295960	297627	-	1668	35	25	36	41
YNL180C	XIV	299654	300649	-	996	94	72	121	163
YNR001C	XIV	629622	631061	-	1440	384	315	557	605
YNL091W	XIV	452408	456130	+	3723	186	198	334	387
YNL157W	XIV	340352	340858	+	507	130	106	203	217
YNL315C	XIV	43324	44280	-	957	84	73	84	112
YNL221C	XIV	231068	233695	-	2628	109	86	77	106
YNR052C	XIV	719346	720647	-	1302	115	117	152	154
YNL061W	XIV	510540	512396	+	1857	106	92	154	171
YNL284C	XIV	103134	104102	-	969	38	28	76	86
YNR040W	XIV	699690	700460	+	771	21	20	18	23
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	76	68	101	103
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0
YNL121C	XIV	398684	400537	-	1854	118	118	155	218
snR191	XIV	721938	722211	-	274	0	2	0	0
YNL043C	XIV	545589	545909	-	321	2	2	4	1
YNR055C	XIV	728426	730186	-	1761	136	114	167	182
YNL039W	XIV	555048	556832	+	1785	60	63	135	121
YNR036C	XIV	694361	694822	-	462	241	213	294	309
YNL304W	XIV	60297	61550	+	1254	20	28	55	54
YNL119W	XIV	401040	402521	+	1482	23	12	19	22
YNL034W	XIV	570477	572315	+	1839	1	2	5	1
YNL187W	XIV	287994	289067	+	1074	16	17	31	32
YNL310C	XIV	51907	52431	-	525	44	42	73	71
YNL277W	XIV	117349	118809	+	1461	41	32	68	86
YNL126W	XIV	387227	389767	+	2541	7	11	20	22
tL(UAA)N	XIV	726134	726217	-	84	0	0	0	0
YNL210W	XIV	250931	251743	+	813	3	1	7	10
YNR041C	XIV	700541	701659	-	1119	59	49	95	115
YNL193W	XIV	274368	276044	+	1677	42	37	85	90
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	130	125	192	185
YNL263C	XIV	146896	147840	-	945	92	70	182	230
YNL059C	XIV	512668	514935	-	2268	100	92	185	206
YNL028W	XIV	578679	578996	+	318	0	1	0	1
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	20	17	26	38
YNL026W	XIV	581920	583374	+	1455	62	60	100	104
YNL067W	XIV	499681	500256	+	576	399	339	495	537
YNL205C	XIV	258155	258577	-	423	0	0	0	1
YNL104C	XIV	424895	426754	-	1860	577	486	767	771
YNL169C	XIV	316169	317671	-	1503	76	66	92	99
YNL268W	XIV	138550	140385	+	1836	188	163	323	352
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	400	374	567	598
YNL257C	XIV	160631	164320	-	3690	43	50	90	91
YNL229C	XIV	219137	220201	-	1065	97	92	140	148
YNL042W-B	XIV	547113	547370	+	258	3	0	2	3
YNL248C	XIV	181361	182608	-	1248	66	69	47	54
YNR045W	XIV	706139	707608	+	1470	58	42	70	87
YNR051C	XIV	716780	718327	-	1548	127	119	213	230
YNL190W	XIV	282395	283009	+	615	198	166	251	271
YNL194C	XIV	272710	273615	-	906	18	29	12	15
YNL080C	XIV	476932	478032	-	1101	100	70	151	130
YNR005C	XIV	636931	637335	-	405	0	0	0	0
YNR064C	XIV	749136	750008	-	873	10	11	14	14
YNL145W	XIV	352414	352530	+	117	64	45	69	83
YNR068C	XIV	760067	760885	-	819	14	8	26	18
YNL323W	XIV	31944	33188	+	1245	71	56	116	106
YNL003C	XIV	624975	625829	-	855	60	71	114	145
YNL199C	XIV	264926	266530	-	1605	66	76	103	105
YNL048W	XIV	538173	539819	+	1647	43	35	74	73
YNL072W	XIV	490317	491240	+	924	30	32	34	36
YNL224C	XIV	224796	227099	-	2304	55	53	98	77
YNL067W-A	XIV	498538	498684	+	147	0	0	0	0
YNR032W	XIV	686010	687116	+	1107	60	53	131	100
YNL206C	XIV	256788	258155	-	1368	60	45	133	134
YNR062C	XIV	744360	745343	-	984	10	8	14	12
YNL203C	XIV	259439	260050	-	612	0	0	2	1
YNL273W	XIV	122883	126599	+	3717	27	29	49	61
tI(AAU)N1	XIV	569867	569940	-	74	0	0	0	0
YNL213C	XIV	246460	247104	-	645	26	19	42	39
YNL055C	XIV	517994	518845	-	852	762	660	1081	1206
YNL170W	XIV	315978	316373	+	396	6	0	3	8
YNR013C	XIV	649028	651712	-	2685	184	187	278	326
YNL269W	XIV	137699	138094	+	396	1	1	2	1
YNR020C	XIV	667410	668222	-	813	33	26	58	58
YNL041C	XIV	549468	551987	-	2520	53	44	85	113
YNL234W	XIV	210233	211513	+	1281	29	16	82	56
YNL165W	XIV	323832	325052	+	1221	43	26	45	42
YNL116W	XIV	408341	409909	+	1569	26	32	49	64
YNL008C	XIV	616211	618241	-	2031	37	29	83	95
YNL309W	XIV	52662	53924	+	1263	57	37	86	75
YNR015W	XIV	653387	654541	+	1155	49	37	85	112
YNR075W	XIV	779916	781040	+	1125	18	11	8	10
YNL025C	XIV	584320	585291	-	972	38	29	46	51
YNL058C	XIV	515763	516713	-	951	46	55	45	58
YNL313C	XIV	45308	48022	-	2715	20	24	24	33
YNL122C	XIV	398023	398370	-	348	14	13	28	25
YNL094W	XIV	447611	449374	+	1764	127	124	215	226
YNL001W	XIV	627456	628616	+	1161	36	29	52	45
YNL317W	XIV	40619	42016	+	1398	27	35	68	68
YNL035C	XIV	568522	569691	-	1170	41	35	64	54
YNL007C	XIV	618507	619565	-	1059	197	196	243	292
YNL162W-A	XIV	330329	330547	+	219	2	2	2	2
YNR039C	XIV	697614	699431	-	1818	35	34	79	62
YNL103W-A	XIV	426719	426808	+	90	1	1	4	0
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	0	1	0	0
YNL052W	XIV	531725	532186	+	462	124	91	169	207
YNL120C	XIV	401033	401518	-	486	0	0	0	0
YNL002C	XIV	626174	627142	-	969	54	50	69	80
YNL311C	XIV	49397	51688	-	2292	44	36	40	43
YNR007C	XIV	639182	640114	-	933	40	28	71	71
YNL291C	XIV	84169	85815	-	1647	53	55	86	92
YNL195C	XIV	271523	272308	-	786	23	16	33	22
YNL087W	XIV	462411	465947	+	3537	129	137	263	278
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	0	0	0	1
YNL217W	XIV	240331	241311	+	981	200	187	119	126
YNL029C	XIV	577205	578773	-	1569	28	29	49	59
YNR028W	XIV	676177	677103	+	927	55	45	74	76
YNL009W	XIV	614821	616083	+	1263	4	15	30	23
YNL024C-A	XIV	586602	586820	-	219	53	47	92	108
YNL334C	XIV	12208	12876	-	669	0	0	1	6
YNL319W	XIV	38642	39082	+	441	0	0	0	0
YNL295W	XIV	76946	78520	+	1575	33	25	61	75
tN(GUU)N2	XIV	632599	632672	+	74	0	0	0	0
YNL192W	XIV	276502	279897	+	3396	333	277	560	660
YNL149C	XIV	349367	349756	-	390	21	17	47	36
YNL071W	XIV	491523	492971	+	1449	535	520	904	959
YNL089C	XIV	456693	457169	-	477	0	1	3	2
YNL308C	XIV	54122	55897	-	1776	82	76	130	154
YNL239W	XIV	200569	201933	+	1365	177	162	336	381
YNL275W	XIV	119268	120998	+	1731	31	25	51	47
YNR071C	XIV	770440	771468	-	1029	11	5	11	18
YNL226W	XIV	222239	222649	+	411	0	0	0	0
YNL040W	XIV	553380	554750	+	1371	36	28	25	20
YNL117W	XIV	406358	408022	+	1665	8	10	20	16
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	16	10	37	25
YNL086W	XIV	466334	466642	+	309	17	9	10	17
YNL017C	XIV	602138	602476	-	339	1	0	1	0
YNR070W	XIV	765375	769376	+	4002	20	19	47	36
YNR067C	XIV	755746	759099	-	3354	117	118	84	110
YNL305C	XIV	58898	59791	-	894	108	126	222	243
YNL015W	XIV	605384	605611	+	228	63	65	84	87
YNL146C-A	XIV	351386	351580	-	195	0	1	11	2
YNL063W	XIV	507758	508702	+	945	36	15	42	46
YNL294C	XIV	78659	80260	-	1602	118	124	237	277
YNR046W	XIV	707788	708195	+	408	78	68	80	61
YNL167C	XIV	319416	321359	-	1944	61	85	162	152
YNL280C	XIV	109095	110411	-	1317	145	138	243	238
YNR002C	XIV	633008	633856	-	849	37	45	67	79
YNL036W	XIV	559814	560479	+	666	125	108	147	169
YNL075W	XIV	485607	486479	+	873	29	19	38	41
YNR058W	XIV	734291	735733	+	1443	14	14	33	39
YNL054W	XIV	526086	529583	+	3498	64	63	121	124
YNR006W	XIV	636986	638854	+	1869	111	79	164	175
YNR042W	XIV	701238	701666	+	429	0	0	0	0
YNL261W	XIV	155100	156539	+	1440	24	25	51	42
YNL188W	XIV	286308	287609	+	1302	10	23	67	60
YNL146W	XIV	351715	352017	+	303	4	2	16	17
YNL228W	XIV	220645	221421	+	777	0	0	0	0
YNL211C	XIV	250055	250315	-	261	1	5	7	9
YNR021W	XIV	668377	669591	+	1215	128	110	244	264
YNL201C	XIV	260627	263203	-	2577	37	25	66	61
YNR033W	XIV	687635	689998	+	2364	94	83	116	113
YNR034W	XIV	690321	691286	+	966	50	36	63	62
YNL272C	XIV	126805	129084	-	2280	61	55	93	116
YNL245C	XIV	186346	186885	-	540	28	20	39	51
YNR074C	XIV	777602	778738	-	1137	40	40	63	76
YNL123W	XIV	394685	397678	+	2994	85	59	101	97
YNR016C	XIV	654673	661374	-	6702	675	680	935	900
YNL223W	XIV	227370	228854	+	1485	39	45	89	101
YNR032C-A	XIV	687243	687464	-	222	11	16	36	49
YNL133C	XIV	374171	374692	-	522	5	10	24	19
YNL178W	XIV	302680	303402	+	723	1877	1758	2529	2766
YNL065W	XIV	503724	505484	+	1761	17	17	35	38
YNR043W	XIV	701895	703085	+	1191	167	168	210	242
YNL021W	XIV	593227	595347	+	2121	37	36	70	86
YNL124W	XIV	392892	394370	+	1479	35	35	45	61
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	64	57	109	147
YNL143C	XIV	356794	357186	-	393	4	3	11	5
YNL251C	XIV	172588	174315	-	1728	120	129	119	141
snR40	XIV	89210	89306	+	97	0	1	4	0
YNL299W	XIV	66517	68445	+	1929	6	6	15	24
snR19	XIV	230105	230672	-	568	11	11	14	14
YNR049C	XIV	713023	713655	-	633	42	39	75	74
YNL163C	XIV	326741	330073	-	3333	75	71	120	115
YNR073C	XIV	774792	776300	-	1509	4	6	15	10
YNL127W	XIV	383987	386848	+	2862	48	33	67	80
YNL118C	XIV	402652	405564	-	2913	130	126	234	262
tT(AGU)N2	XIV	560693	560765	-	73	0	0	0	0
YNL189W	XIV	284260	285888	+	1629	125	115	201	190
YNL290W	XIV	86218	87240	+	1023	113	117	181	216
YNR025C	XIV	672702	673061	-	360	3	1	3	2
YNL250W	XIV	175410	179348	+	3939	27	19	72	77
YNL314W	XIV	44447	45214	+	768	14	19	28	47
YNL227C	XIV	220659	222431	-	1773	2	2	7	14
YNL218W	XIV	238238	240001	+	1764	32	25	46	51
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	143	124	208	253
YNR023W	XIV	670418	672118	+	1701	24	22	48	64
YNL092W	XIV	450871	452073	+	1203	16	16	34	55
YNL324W	XIV	31050	31445	+	396	0	0	0	1
YNL233W	XIV	211922	214600	+	2679	35	38	95	114
YNL155W	XIV	342516	343340	+	825	79	70	147	166
YNL020C	XIV	595623	597539	-	1917	65	51	129	109
YNL076W	XIV	483556	485310	+	1755	70	69	117	144
YNL200C	XIV	263713	264453	-	741	70	51	120	133
YNL177C	XIV	303686	304615	-	930	63	70	128	118
YNL077W	XIV	481391	482977	+	1587	36	38	67	72
YNL293W	XIV	80640	82541	+	1902	68	54	123	144
YNL098C	XIV	439602	440570	-	969	499	488	574	612
YNR004W	XIV	635943	636383	+	441	11	6	10	21
YNL049C	XIV	535281	537911	-	2631	75	58	100	92
YNR019W	XIV	665339	667267	+	1929	178	143	209	254
YNL031C	XIV	575640	576050	-	411	420	420	995	1222
YNL019C	XIV	598376	599230	-	855	1	2	3	1
YNL214W	XIV	245617	246216	+	600	5	12	26	19
YNL006W	XIV	620067	620978	+	912	57	68	86	115
YNR030W	XIV	678799	680454	+	1656	65	56	94	99
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	24	25	51	61
YNL090W	XIV	456565	457143	+	579	2	0	13	10
YNL151C	XIV	347766	348521	-	756	76	56	105	125
YNL254C	XIV	168043	169248	-	1206	12	15	21	33
YNR008W	XIV	640396	642381	+	1986	67	68	102	123
YNR038W	XIV	695595	697484	+	1890	22	30	32	48
YNR003W-A	XIV	634420	634518	+	99	0	0	0	0
YNL307C	XIV	56446	57573	-	1128	113	112	206	242
YNL131W	XIV	378767	379225	+	459	112	85	133	182
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	20	14	45	48
YNL175C	XIV	307401	308612	-	1212	58	44	45	62
YNL042W	XIV	548100	549290	+	1191	30	48	90	100
YNL022C	XIV	591427	592899	-	1473	24	17	32	47
YNL056W	XIV	517249	517842	+	594	74	64	116	135
YNL011C	XIV	611836	613170	-	1335	44	36	78	70
YNL329C	XIV	19541	22633	-	3093	63	53	94	94
YNL074C	XIV	486766	488124	-	1359	129	117	237	263
YNL093W	XIV	449868	450530	+	663	12	5	15	22
YNR047W	XIV	708523	711204	+	2682	54	44	82	86
